"","job_title","job_location","company_name","job_description","city"
"165","Business Analyst - Warehouse & Transport Management","Dublin","Sandvik","DON’T BE IN THE DARK ABOUT YOUR CAREER……. WE WANT YOU TO HELP US CREATE THE DIGITAL FUTURE OF OUR COMPANY. This is a greenfield implementation for Sandvik, a…","Dublin"
"166","Casino Performance Analyst","Dublin","PokerStars","You’ll be working closely with the other Business Intelligence analysts and with the Casino team, becoming the expert on the performance of this vertical.","Dublin"
"167","IT Service Desk Analyst","Dublin","IPSUS","As an IT Service Desk Analyst, you will be responsible for delivering IT support to users across the organisation, providing excellent customer service and a…","Dublin"
"168","Business Marketing Analyst","South Dublin, County Dublin","CRL Recruitment","1-2 years previous experience in an analyst role/ or a sales force effectiveness role. We are currently looking to recruit an experienced Business Marketing…","Dublin"
"169","Fundamentals Analyst","Dublin","Walters People","The ideal fundamentals analyst will have the following attributes. A financial services company based in Dublin south is seeking a fundamentals analyst to join…","Dublin"
"170","Business Development Consultant, Google Customer Solutions (English)","Dublin","Google","Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends.","Dublin"
"171","IT Support Analyst","Kildare","Mercury Engineering","Mercury is an Irish based European Contractor. We build and manage complex engineering projects that reimagine how people work and live in the built environment…","Dublin"
"172","Financial Analyst - II - FSR Level - P2","Dublin","Saviance","Financial Analyst - II - FSR Level - P2. Provides analytical support in order to deliver financial results. Works with internal workers and external vendors to…","Dublin"
"173","Credit Analyst","Dublin","Facebook","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a…","Dublin"
"174","Logistics Systems Analyst","Dublin","Facebook","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a…","Dublin"
"175","Solutions Learning Experience Designer Analyst","Dublin","Salesforce","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.","Dublin"
"176","Business Analyst","Dublin","Sigmar Recruitment","Engage with different areas of the business to establish process pain points and challenges. Work with a number of internal stakeholders to design and deliver…","Dublin"
"177","Application Support Analyst","Cork","Citco","Citco is a global leader in fund services, corporate governance and related asset services with staff across 80 offices worldwide. You will support QA testing.","Dublin"
"178","CRM Consultant","Dublin","PROVIDENT C.R.M.","Be a market analyst, evaluate the CRM market place, the product roadmap and suggest improvements to the business where necessary.","Dublin"
"179","Product Analyst","Nenagh, County Tipperary","Fiserv, Inc.","Position Description Overview Main Street Insights Product Owner Job Responsibilities - May be involved from conception through end of life for a specific…","Dublin"
"180","Compliance Operations Analyst EMEA eBanking","Dublin","Principle HR","Compliance Analyst eBanking Global Tech. 26 days hols per annum. You will work for an Irish authorised e-Money institution. An Overview of your Role.","Dublin"
"181","Applications Analyst","Carrigtwohill, County Cork","Stryker","23 month fixed term contract role usually based in Carrigtwohill, Cork. Currently fully work from home. People who take ownership of their work and need no…","Dublin"
"182","Cell Culture Analyst","Sligo","Dillon Engineering Services","Our client, a major player in the global life science sector is looking for a number of Cell Culture Analysts to join their expanding team in Mayo.","Dublin"
"183","Analyst","Dublin","Abrivia","Our client is a leading FMCG company globally. Our client is looking for an ambitious Analyst with 3 to 5 years’ experience who wishes to join a new high…","Dublin"
"184","Business & Operations Analyst","Dublin","Blueface","Data analytics and business analyst skills are desirable. Blueface’s portfolio of business-grade solutions customizable cloud voice unified communications…","Dublin"
"185","Business Analyst / PMO Co-Ordinator","Dublin","Eolas Recruitment","Experienced Business Analyst with PMO experience required to join excellent industry leading client in Dublin City Centre. Full WFH available in 2020.","Dublin"
"186","Commercial Monitoring Analyst SellerRisk","Dublin","PayPal","Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing…","Dublin"
"187","QC Analyst HPLC","Limerick","Regeneron","Provides training to other analysts in the QC group. Completes own test records on time and peer reviews data from other analysts for accuracy and completeness.","Dublin"
"188","Model Optimization Specialist (Spanish)","Dublin","Bytedance","Experience in ads labeling/model training, ads/content safety or quality analyst related experiences is a plus; Proficient skills in MS Office;","Dublin"
"189","Business Analyst","Dublin","Morgan McKinley","Business Analysts in these positions help aid in defining how the business will operate in the future, enabled by the new technologies implemented by the center…","Dublin"
"190","Equity Analyst","South Dublin, County Dublin","CareerCompass","Several years of experience as an equity / credit analyst. They are looking for an experienced equity analyst to join their team.","Dublin"
"191","Fund Accounting Analyst","Dublin","Sei","SEI Investments is a leading global provider of asset management and investment technology solutions. The company’s innovative solutions help corporations,…","Dublin"
"192","Associate Test Analyst","Letterkenny, County Donegal","SITA","Work Location: Europe-Ireland-Letterkenny. WHY SHOULD YOU BE INTERESTED? Come and be the part of a dedicated team that delivers the next generation products in…","Dublin"
"193","Cash Desk Analyst","Dublin","Pacific Investment Management Company LLC","Experienced Required: 1 - 3 Years. Date published: 06-Nov-2020. We are PIMCO, a leading global asset management firm. Strong attention to detail and work ethic.","Dublin"
"194","General Support Operations Analyst Fluent Arabic","Dublin","Accenture","Join Accenture in Ireland and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements…","Dublin"
"195","Operations Analyst","Dublin","Top Tier Recruitment","We have an exciting opportunity for an exceptional 1st class graduate to join a highly reputable trading firm as part of their operations team.","Dublin"
"196","ICT CRM Analyst","Dublin","Ornua","Technical aptitude and some experience as an IT systems or business analyst is desirable. You will engage with business leads and business analysts to develop…","Dublin"
"197","Global Demand Control Analyst","Shannon, County Clare","Zimmer Biomet","The Global Demand Control Analyst is responsible for managing change in the short-term. The incumbent is also responsible for monitoring the performance of the…","Dublin"
"198","Business Process Analyst - 12months contract","Cork","Apple","Apple is a place where extraordinary people gather to do their best work. Together we build products and experiences people once couldn’t have envisioned - and…","Dublin"
